sentances,predictions
To evaluate lower tear meniscus and corneal sub-basal nerve plexus in primary Sjogrens syndrome (pSS) and Sicca syndrome patients.,"[{'To': 'O'}, {'evaluate': 'O'}, {'lower': 'O'}, {'tear': 'O'}, {'meniscus': 'O'}, {'and': 'O'}, {'corneal': 'O'}, {'sub-basal': 'O'}, {'nerve': 'O'}, {'plexus': 'O'}, {'in': 'O'}, {'primary': 'B-Entity'}, {'Sjogrens': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'and': 'O'}, {'Sicca': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'patients.': 'O'}]"
"We identified 17,072 patients with pSS and 68,270 controls.","[{'We': 'O'}, {'identified': 'O'}, {'17,072': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'pSS': 'I-Entity'}, {'and': 'O'}, {'68,270': 'O'}, {'controls.': 'O'}]"
"Although anterior inferior cerebellar artery compression has been well documented in the literature, compression caused by the posterior inferior cerebellar artery is rare.","[{'Although': 'O'}, {'anterior': 'O'}, {'inferior': 'B-Entity'}, {'cerebellar': 'I-Entity'}, {'artery': 'I-Entity'}, {'compression': 'I-Entity'}, {'has': 'O'}, {'been': 'O'}, {'well': 'O'}, {'documented': 'O'}, {'in': 'O'}, {'the': 'O'}, {'literature,': 'O'}, {'compression': 'I-Entity'}, {'caused': 'O'}, {'by': 'O'}, {'the': 'O'}, {'posterior': 'O'}, {'inferior': 'O'}, {'cerebellar': 'I-Entity'}, {'artery': 'O'}, {'is': 'O'}, {'rare.': 'O'}]"
Eight of 128 consecutive patients with optic neuritis resulted from varied causes fulfilled the diagnostic criteria for the primary SS.,"[{'Eight': 'O'}, {'of': 'O'}, {'128': 'O'}, {'consecutive': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'optic': 'B-Entity'}, {'neuritis': 'I-Entity'}, {'resulted': 'O'}, {'from': 'O'}, {'varied': 'O'}, {'causes': 'O'}, {'fulfilled': 'O'}, {'the': 'O'}, {'diagnostic': 'O'}, {'criteria': 'O'}, {'for': 'O'}, {'the': 'O'}, {'primary': 'O'}, {'SS.': 'I-Entity'}]"
"Histopathologic examination showed moderate or severe lymphocytic infiltration and tissue destruction in all cases, similar to that in the SS-A- and/or SS-B-positive groups.","[{'Histopathologic': 'O'}, {'examination': 'O'}, {'showed': 'O'}, {'moderate': 'O'}, {'or': 'O'}, {'severe': 'O'}, {'lymphocytic': 'O'}, {'infiltration': 'O'}, {'and': 'O'}, {'tissue': 'O'}, {'destruction': 'I-Entity'}, {'in': 'O'}, {'all': 'O'}, {'cases,': 'O'}, {'similar': 'O'}, {'to': 'O'}, {'that': 'O'}, {'in': 'O'}, {'the': 'O'}, {'SS-A-': 'I-Entity'}, {'and/or': 'O'}, {'SS-B-positive': 'I-Entity'}, {'groups.': 'O'}]"
"The overall incidence density of asthma was 1.62-fold higher in the primary SS group than in the non-SS group (9.86 vs. 6.10 per 1000 person-years), with a multivariable Cox proportional hazards model measured adjusted HR of 1.38 [95% confidence interval (CI)‚Äö√Ñ√¢=‚Äö√Ñ√¢1.21-1.58].","[{'The': 'O'}, {'overall': 'O'}, {'incidence': 'O'}, {'density': 'O'}, {'of': 'O'}, {'asthma': 'I-Entity'}, {'was': 'O'}, {'1.62-fold': 'O'}, {'higher': 'O'}, {'in': 'O'}, {'the': 'O'}, {'primary': 'O'}, {'SS': 'I-Entity'}, {'group': 'O'}, {'than': 'O'}, {'in': 'O'}, {'the': 'O'}, {'non-SS': 'O'}, {'group': 'O'}, {'(9.86': 'O'}, {'vs.': 'O'}, {'6.10': 'O'}, {'per': 'O'}, {'1000': 'O'}, {'person-years),': 'O'}, {'with': 'O'}, {'a': 'O'}, {'multivariable': 'O'}, {'Cox': 'O'}, {'proportional': 'O'}, {'hazards': 'O'}, {'model': 'O'}, {'measured': 'O'}, {'adjusted': 'O'}, {'HR': 'O'}, {'of': 'O'}, {'1.38': 'O'}, {'[95%': 'O'}]"
It was indicated that MSUS is useful for pSS-C. ACPA-positive pSS-C patients have arthritis and subclinical arthritis more frequently than ACPA-negative patients.Dec 20.Sjogren's syndrome.,"[{'It': 'O'}, {'was': 'O'}, {'indicated': 'O'}, {'that': 'O'}, {'MSUS': 'O'}, {'is': 'O'}, {'useful': 'O'}, {'for': 'O'}, {'pSS-C.': 'B-Entity'}, {'ACPA-positive': 'I-Entity'}, {'pSS-C': 'B-Entity'}, {'patients': 'O'}, {'have': 'O'}, {'arthritis': 'I-Entity'}, {'and': 'O'}, {'subclinical': 'O'}, {'arthritis': 'I-Entity'}, {'more': 'O'}, {'frequently': 'O'}, {'than': 'O'}, {'ACPA-negative': 'I-Entity'}, {'patients.Dec': 'O'}, {""20.Sjogren's"": 'O'}, {'syndrome.': 'I-Entity'}]"
"It is essential to eliminate other autoimmune diseases, as well as non-autoimmune causes of sicca syndrome, such as menopause, endocrine diseases, anticholinergic effects of drugs, and fibromyalgia, to delineate pSS patients who are at risk of systemic complications.","[{'It': 'O'}, {'is': 'O'}, {'essential': 'O'}, {'to': 'O'}, {'eliminate': 'O'}, {'other': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases,': 'I-Entity'}, {'as': 'O'}, {'well': 'O'}, {'as': 'O'}, {'non-autoimmune': 'O'}, {'causes': 'O'}, {'of': 'O'}, {'sicca': 'B-Entity'}, {'syndrome,': 'I-Entity'}, {'such': 'O'}, {'as': 'O'}, {'menopause,': 'O'}, {'endocrine': 'B-Entity'}, {'diseases,': 'I-Entity'}, {'anticholinergic': 'O'}, {'effects': 'O'}, {'of': 'O'}, {'drugs,': 'O'}, {'and': 'O'}, {'fibromyalgia,': 'I-Entity'}, {'to': 'O'}, {'delineate': 'O'}, {'pSS': 'I-Entity'}, {'patients': 'O'}, {'who': 'O'}]"
"In recent years, several studies have explored the efficacy and safety of biologic agents in pSS and after the failure of tumor necrosis factor inhibitors, the attention has been focused on compounds directly targeting B or T lymphocytes.","[{'In': 'O'}, {'recent': 'O'}, {'years,': 'O'}, {'several': 'O'}, {'studies': 'O'}, {'have': 'O'}, {'explored': 'O'}, {'the': 'O'}, {'efficacy': 'O'}, {'and': 'O'}, {'safety': 'O'}, {'of': 'O'}, {'biologic': 'O'}, {'agents': 'O'}, {'in': 'O'}, {'pSS': 'O'}, {'and': 'O'}, {'after': 'O'}, {'the': 'O'}, {'failure': 'O'}, {'of': 'O'}, {'tumor': 'O'}, {'necrosis': 'O'}, {'factor': 'O'}, {'inhibitors,': 'O'}, {'the': 'O'}, {'attention': 'O'}, {'has': 'O'}, {'been': 'O'}, {'focused': 'O'}, {'on': 'O'}, {'compounds': 'O'}, {'directly': 'O'}, {'targeting': 'O'}, {'B': 'O'}, {'or': 'O'}, {'T': 'O'}, {'lymphocytes.': 'O'}]"
To evaluate the effects of non-pharmacological interventions for primary SS (pSS) on outcomes falling within the World Health Organization International Classification of Functioning Disability and Health domains.,"[{'To': 'O'}, {'evaluate': 'O'}, {'the': 'O'}, {'effects': 'O'}, {'of': 'O'}, {'non-pharmacological': 'O'}, {'interventions': 'O'}, {'for': 'O'}, {'primary': 'B-Entity'}, {'SS': 'I-Entity'}, {'(pSS)': 'O'}, {'on': 'O'}, {'outcomes': 'O'}, {'falling': 'O'}, {'within': 'O'}, {'the': 'O'}, {'World': 'O'}, {'Health': 'O'}, {'Organization': 'O'}, {'International': 'O'}, {'Classification': 'O'}, {'of': 'O'}, {'Functioning': 'O'}, {'Disability': 'O'}, {'and': 'O'}, {'Health': 'O'}, {'domains.': 'O'}]"
The studies were eligible for inclusion if they reported specific Standardized Incidence Ratio (SIR) with 95% CI.,"[{'The': 'O'}, {'studies': 'O'}, {'were': 'O'}, {'eligible': 'O'}, {'for': 'O'}, {'inclusion': 'O'}, {'if': 'O'}, {'they': 'O'}, {'reported': 'O'}, {'specific': 'O'}, {'Standardized': 'O'}, {'Incidence': 'O'}, {'Ratio': 'O'}, {'(SIR)': 'O'}, {'with': 'O'}, {'95%': 'O'}, {'CI.': 'O'}]"
"The main diagnosis of the patients was chronic recurrent parotitis, with the exception of 1 patient, who presented with salivary stones.","[{'The': 'O'}, {'main': 'O'}, {'diagnosis': 'O'}, {'of': 'O'}, {'the': 'O'}, {'patients': 'O'}, {'was': 'O'}, {'chronic': 'O'}, {'recurrent': 'O'}, {'parotitis,': 'I-Entity'}, {'with': 'O'}, {'the': 'O'}, {'exception': 'O'}, {'of': 'O'}, {'1': 'O'}, {'patient,': 'O'}, {'who': 'O'}, {'presented': 'O'}, {'with': 'O'}, {'salivary': 'B-Entity'}, {'stones.': 'I-Entity'}]"
"Expert commentary: The authors provide their perspective on the role of IFNs in pSS and how this knowledge could be used to improve pSS diagnosis, provide new treatment targets, to monitor clinical trials and to stratify pSS patients in order to move toward precision medicine.Netherlands.Netherlands.10.1080/1744666X.2018.1519396.","[{'Expert': 'O'}, {'commentary:': 'O'}, {'The': 'O'}, {'authors': 'O'}, {'provide': 'O'}, {'their': 'O'}, {'perspective': 'O'}, {'on': 'O'}, {'the': 'O'}, {'role': 'O'}, {'of': 'O'}, {'IFNs': 'O'}, {'in': 'O'}, {'pSS': 'I-Entity'}, {'and': 'O'}, {'how': 'O'}, {'this': 'O'}, {'knowledge': 'O'}, {'could': 'O'}, {'be': 'O'}, {'used': 'O'}, {'to': 'O'}, {'improve': 'O'}, {'pSS': 'I-Entity'}, {'diagnosis,': 'O'}, {'provide': 'O'}, {'new': 'O'}, {'treatment': 'O'}, {'targets,': 'O'}, {'to': 'O'}, {'monitor': 'O'}, {'clinical': 'O'}, {'trials': 'O'}, {'and': 'O'}, {'to': 'O'}, {'stratify': 'O'}, {'pSS': 'I-Entity'}, {'patients': 'O'}, {'in': 'O'}, {'order': 'O'}, {'to': 'O'}, {'move': 'O'}, {'toward': 'O'}, {'precision': 'O'}, {'medicine.Netherlands.Netherlands.10.1080/1744666X.2018.1519396.': 'O'}]"
One of the secondary causes of hypoKPP is distal renal tubular acidosis (dRTA).,"[{'One': 'O'}, {'of': 'O'}, {'the': 'O'}, {'secondary': 'O'}, {'causes': 'O'}, {'of': 'O'}, {'hypoKPP': 'I-Entity'}, {'is': 'O'}, {'distal': 'B-Entity'}, {'renal': 'I-Entity'}, {'tubular': 'I-Entity'}, {'acidosis': 'I-Entity'}, {'(dRTA).': 'O'}]"
"In 2 patients, corneal perforation was observed as a complication of corneal infection and in one patient as a late complication of a severe chemical burn.","[{'In': 'O'}, {'2': 'O'}, {'patients,': 'O'}, {'corneal': 'B-Entity'}, {'perforation': 'I-Entity'}, {'was': 'O'}, {'observed': 'O'}, {'as': 'O'}, {'a': 'O'}, {'complication': 'O'}, {'of': 'O'}, {'corneal': 'B-Entity'}, {'infection': 'I-Entity'}, {'and': 'O'}, {'in': 'O'}, {'one': 'O'}, {'patient': 'O'}, {'as': 'O'}, {'a': 'O'}, {'late': 'O'}, {'complication': 'O'}, {'of': 'O'}, {'a': 'O'}, {'severe': 'O'}, {'chemical': 'O'}, {'burn.': 'I-Entity'}]"
Sjogren syndrome was identified by the present-on-admission diagnosis code 710.2.,"[{'Sjogren': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'was': 'O'}, {'identified': 'O'}, {'by': 'O'}, {'the': 'O'}, {'present-on-admission': 'O'}, {'diagnosis': 'O'}, {'code': 'O'}, {'710.2.': 'O'}]"
"Autoimmune diseases do not impair fertility, and women with autoimmune diseases who become pregnant are likely to experience more complicated pregnancies than are women without the disease.","[{'Autoimmune': 'B-Entity'}, {'diseases': 'I-Entity'}, {'do': 'O'}, {'not': 'O'}, {'impair': 'O'}, {'fertility,': 'O'}, {'and': 'O'}, {'women': 'O'}, {'with': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases': 'I-Entity'}, {'who': 'O'}, {'become': 'O'}, {'pregnant': 'O'}, {'are': 'O'}, {'likely': 'O'}, {'to': 'O'}, {'experience': 'O'}, {'more': 'O'}, {'complicated': 'O'}, {'pregnancies': 'O'}, {'than': 'O'}, {'are': 'O'}, {'women': 'O'}, {'without': 'O'}, {'the': 'O'}, {'disease.': 'O'}]"
There are many different causes of pulmonary hypertension and the pathogenesis of the disease is still being elucidated.,"[{'There': 'O'}, {'are': 'O'}, {'many': 'O'}, {'different': 'O'}, {'causes': 'O'}, {'of': 'O'}, {'pulmonary': 'B-Entity'}, {'hypertension': 'I-Entity'}, {'and': 'O'}, {'the': 'O'}, {'pathogenesis': 'O'}, {'of': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'is': 'O'}, {'still': 'O'}, {'being': 'O'}, {'elucidated.': 'O'}]"
One patient (group A) developed peripheral ulcerative keratitis (PUK) with exacerbation of disease activity (DAS-28‚Äö√Ñ√¢=‚Äö√Ñ√¢6.9) that improved by taking corticosteroids.,"[{'One': 'O'}, {'patient': 'O'}, {'(group': 'O'}, {'A)': 'O'}, {'developed': 'O'}, {'peripheral': 'B-Entity'}, {'ulcerative': 'B-Entity'}, {'keratitis': 'I-Entity'}, {'(PUK)': 'O'}, {'with': 'O'}, {'exacerbation': 'O'}, {'of': 'O'}, {'disease': 'O'}, {'activity': 'O'}, {'(DAS-28‚Äö√Ñ√¢=‚Äö√Ñ√¢6.9)': 'O'}]"
"However, SS patients have been reported who have similar patterns of proximal neuropathic pain, despite having normal skin biopsy studies.","[{'However,': 'O'}, {'SS': 'I-Entity'}, {'patients': 'O'}, {'have': 'O'}, {'been': 'O'}, {'reported': 'O'}, {'who': 'O'}, {'have': 'O'}, {'similar': 'O'}, {'patterns': 'O'}, {'of': 'O'}, {'proximal': 'O'}, {'neuropathic': 'B-Entity'}, {'pain,': 'I-Entity'}, {'despite': 'O'}, {'having': 'O'}, {'normal': 'O'}, {'skin': 'O'}, {'biopsy': 'O'}, {'studies.': 'O'}]"
Long-lived plasma cells (PC) can produce autoantibodies for prolonged period of times without being affected by immunosuppressive therapies.,"[{'Long-lived': 'O'}, {'plasma': 'O'}, {'cells': 'O'}, {'(PC)': 'O'}, {'can': 'O'}, {'produce': 'O'}, {'autoantibodies': 'O'}, {'for': 'O'}, {'prolonged': 'O'}, {'period': 'O'}, {'of': 'O'}, {'times': 'O'}, {'without': 'O'}, {'being': 'O'}, {'affected': 'O'}, {'by': 'O'}, {'immunosuppressive': 'O'}, {'therapies.': 'O'}]"
"This study investigated whether PSS increased the risk of ischemic stroke in a large, nationwide cohort.","[{'This': 'O'}, {'study': 'O'}, {'investigated': 'O'}, {'whether': 'O'}, {'PSS': 'I-Entity'}, {'increased': 'O'}, {'the': 'O'}, {'risk': 'O'}, {'of': 'O'}, {'ischemic': 'B-Entity'}, {'stroke': 'I-Entity'}, {'in': 'O'}, {'a': 'O'}, {'large,': 'O'}, {'nationwide': 'O'}, {'cohort.': 'O'}]"
Sicca syndrome was occurred in 8 patients.,"[{'Sicca': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'was': 'O'}, {'occurred': 'O'}, {'in': 'O'}, {'8': 'O'}, {'patients.': 'O'}]"
SFN can be diagnosed by punch skin biopsy results that identify decreased intra-epidermal nerve-fiber density (IENFD) of unmyelinated nerves.,"[{'SFN': 'I-Entity'}, {'can': 'O'}, {'be': 'O'}, {'diagnosed': 'O'}, {'by': 'O'}, {'punch': 'O'}, {'skin': 'O'}, {'biopsy': 'O'}, {'results': 'O'}, {'that': 'O'}, {'identify': 'O'}, {'decreased': 'O'}, {'intra-epidermal': 'O'}, {'nerve-fiber': 'O'}, {'density': 'O'}, {'(IENFD)': 'O'}, {'of': 'O'}, {'unmyelinated': 'O'}, {'nerves.': 'O'}]"
This difference was independent of tissue destruction.,"[{'This': 'O'}, {'difference': 'O'}, {'was': 'O'}, {'independent': 'O'}, {'of': 'O'}, {'tissue': 'O'}, {'destruction.': 'O'}]"
"AS eye drops improve symptoms and confocal microscopy findings in SS-related dry eyes.Delinassios), All rights reserved.Specialties and Public Health, University of Brescia, Brescia, Italy.Specialties and Public Health, University of Brescia, Brescia, Italy.Specialties and Public Health, University of Brescia, Brescia, Italy.Liverpool University Hospital, Liverpool, U.K. vito.romano@gmail.com.Campobasso, Italy.Campobasso, Italy.","[{'AS': 'O'}, {'eye': 'O'}, {'drops': 'O'}, {'improve': 'O'}, {'symptoms': 'O'}, {'and': 'O'}, {'confocal': 'O'}, {'microscopy': 'O'}, {'findings': 'O'}, {'in': 'O'}, {'SS-related': 'I-Entity'}, {'dry': 'B-Entity'}, {'eyes.Delinassios),': 'I-Entity'}, {'All': 'O'}, {'rights': 'O'}, {'reserved.Specialties': 'O'}, {'and': 'O'}, {'Public': 'O'}, {'Health,': 'O'}, {'University': 'O'}, {'of': 'O'}, {'Brescia,': 'O'}, {'Brescia,': 'O'}, {'Italy.Specialties': 'O'}, {'and': 'O'}, {'Public': 'O'}, {'Health,': 'O'}, {'University': 'O'}, {'of': 'O'}, {'Brescia,': 'O'}, {'Brescia,': 'O'}]"
Clinical ambiguity easily leads to misdiagnosis and delayed initial treatment.,"[{'Clinical': 'O'}, {'ambiguity': 'O'}, {'easily': 'O'}, {'leads': 'O'}, {'to': 'O'}, {'misdiagnosis': 'O'}, {'and': 'O'}, {'delayed': 'O'}, {'initial': 'O'}, {'treatment.': 'O'}]"
"Peripheral blood and salivary-gland B-cell subset distribution is altered, leading to the constitution of ectopic germinal centers where auto-reactive clones may escape tolerance checkpoints.","[{'Peripheral': 'O'}, {'blood': 'O'}, {'and': 'O'}, {'salivary-gland': 'O'}, {'B-cell': 'O'}, {'subset': 'O'}, {'distribution': 'O'}, {'is': 'O'}, {'altered,': 'O'}, {'leading': 'O'}, {'to': 'O'}, {'the': 'O'}, {'constitution': 'O'}, {'of': 'O'}, {'ectopic': 'O'}, {'germinal': 'O'}, {'centers': 'O'}, {'where': 'O'}, {'auto-reactive': 'O'}, {'clones': 'O'}, {'may': 'O'}, {'escape': 'O'}, {'tolerance': 'O'}, {'checkpoints.': 'O'}]"
"Many other skin lesions, although not specific, require further investigation to look for a possible underlying inflammatory rheumatic disease: non-pruritic urticarial lesions in anti-C1q-associated urticarial vasculitis, Still's disease or hereditary auto-inflammatory syndromes, transient macular purpura of vasculitis in Sjogrens syndrome, Beh‚àö√üet's disease, or RA, Raynaud's phenomenon in SSc and mixed connective tissue disease, erythema nodosum or other panniculitis in RA, Beh‚àö√üet's disease and SLE, pustular eruptions in Beh‚àö√üet's disease, psoriasis, and hereditary auto-inflammatory syndromes.","[{'Many': 'O'}, {'other': 'O'}, {'skin': 'O'}, {'lesions,': 'O'}, {'although': 'O'}, {'not': 'O'}, {'specific,': 'O'}, {'require': 'O'}, {'further': 'O'}, {'investigation': 'O'}, {'to': 'O'}, {'look': 'O'}, {'for': 'O'}, {'a': 'O'}, {'possible': 'O'}, {'underlying': 'O'}, {'inflammatory': 'B-Entity'}, {'rheumatic': 'I-Entity'}, {'disease:': 'I-Entity'}, {'non-pruritic': 'O'}, {'urticarial': 'B-Entity'}, {'lesions': 'I-Entity'}, {'in': 'O'}, {'anti-C1q-associated': 'O'}, {'urticarial': 'B-Entity'}, {'vasculitis,': 'I-Entity'}, {""Still's"": 'B-Entity'}, {'disease': 'I-Entity'}, {'or': 'O'}, {'hereditary': 'O'}, {'auto-inflammatory': 'B-Entity'}, {'syndromes,': 'I-Entity'}]"
"Since then, the disease has been reported as affecting virtually every organ system and has been identified in the biliary tree, salivary and lacrimal glands, periorbital tissues, lungs, lymph nodes, thyroid gland, kidneys, prostate gland, testicles, breasts, and pituitary gland.","[{'Since': 'O'}, {'then,': 'O'}, {'the': 'O'}, {'disease': 'O'}, {'has': 'O'}, {'been': 'O'}, {'reported': 'O'}, {'as': 'O'}, {'affecting': 'O'}, {'virtually': 'O'}, {'every': 'O'}, {'organ': 'O'}, {'system': 'O'}, {'and': 'O'}, {'has': 'O'}, {'been': 'O'}, {'identified': 'O'}, {'in': 'O'}, {'the': 'O'}, {'biliary': 'O'}, {'tree,': 'O'}, {'salivary': 'O'}, {'and': 'O'}, {'lacrimal': 'O'}, {'glands,': 'O'}, {'periorbital': 'O'}, {'tissues,': 'O'}, {'lungs,': 'O'}, {'lymph': 'O'}, {'nodes,': 'O'}, {'thyroid': 'O'}, {'gland,': 'O'}, {'kidneys,': 'O'}, {'prostate': 'O'}, {'gland,': 'O'}, {'testicles,': 'O'}]"
The presence of SS-B antibodies significantly affected disease activity.,"[{'The': 'O'}, {'presence': 'O'}, {'of': 'O'}, {'SS-B': 'B-Entity'}, {'antibodies': 'O'}, {'significantly': 'O'}, {'affected': 'O'}, {'disease': 'O'}, {'activity.': 'O'}]"
Patients with common variable immunodeficiency (CVID) have a higher incidence of rheumatologic disorders.,"[{'Patients': 'O'}, {'with': 'O'}, {'common': 'B-Entity'}, {'variable': 'I-Entity'}, {'immunodeficiency': 'I-Entity'}, {'(CVID)': 'O'}, {'have': 'O'}, {'a': 'O'}, {'higher': 'O'}, {'incidence': 'O'}, {'of': 'O'}, {'rheumatologic': 'B-Entity'}, {'disorders.': 'I-Entity'}]"
