sentances,predictions
Parotid and submandibular glands were examined in longitudinal and transverse planes and evaluated bedside using a simplified scoring system (0-3).,"[{'Parotid': 'O'}, {'and': 'O'}, {'submandibular': 'O'}, {'glands': 'O'}, {'were': 'O'}, {'examined': 'O'}, {'in': 'O'}, {'longitudinal': 'O'}, {'and': 'O'}, {'transverse': 'O'}, {'planes': 'O'}, {'and': 'O'}, {'evaluated': 'O'}, {'bedside': 'O'}, {'using': 'O'}, {'a': 'O'}, {'simplified': 'O'}, {'scoring': 'O'}, {'system': 'O'}, {'(0-3).': 'O'}]"
A total of 51 patients underwent endoscopic-assisted salivary surgery over a 24-month period.,"[{'A': 'O'}, {'total': 'O'}, {'of': 'O'}, {'51': 'O'}, {'patients': 'O'}, {'underwent': 'O'}, {'endoscopic-assisted': 'O'}, {'salivary': 'O'}, {'surgery': 'O'}, {'over': 'O'}, {'a': 'O'}, {'24-month': 'O'}, {'period.': 'O'}]"
"We successfully administered cART with the addition of oral prednisolone, and the patient's condition recovered without side effects related to the metabolic or immunosuppressive effects of these drugs.Organization Kyushu Medical Center, Japan.15.","[{'We': 'O'}, {'successfully': 'O'}, {'administered': 'O'}, {'cART': 'O'}, {'with': 'O'}, {'the': 'O'}, {'addition': 'O'}, {'of': 'O'}, {'oral': 'O'}, {'prednisolone,': 'I-Entity'}, {'and': 'O'}, {'the': 'O'}, {""patient's"": 'O'}, {'condition': 'O'}, {'recovered': 'O'}, {'without': 'O'}, {'side': 'O'}, {'effects': 'O'}, {'related': 'O'}, {'to': 'O'}, {'the': 'O'}, {'metabolic': 'O'}, {'or': 'O'}, {'immunosuppressive': 'O'}, {'effects': 'O'}, {'of': 'O'}, {'these': 'O'}, {'drugs.Organization': 'O'}, {'Kyushu': 'O'}, {'Medical': 'O'}, {'Center,': 'O'}, {'Japan.15.': 'O'}]"
"All patients with AITD were female, and anticentromere antibody positivity, the complication of Sjogrens syndrome, severe facial skin sclerosis and atrophy of the thyroid gland were significantly prevalent in SSc patients with AITD.","[{'All': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'AITD': 'I-Entity'}, {'were': 'O'}, {'female,': 'O'}, {'and': 'O'}, {'anticentromere': 'O'}, {'antibody': 'O'}, {'positivity,': 'O'}, {'the': 'O'}, {'complication': 'O'}, {'of': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome,': 'I-Entity'}, {'severe': 'O'}, {'facial': 'O'}, {'skin': 'B-Entity'}, {'sclerosis': 'I-Entity'}, {'and': 'O'}, {'atrophy': 'I-Entity'}, {'of': 'O'}, {'the': 'O'}, {'thyroid': 'I-Entity'}, {'gland': 'O'}, {'were': 'O'}, {'significantly': 'O'}, {'prevalent': 'O'}, {'in': 'O'}, {'SSc': 'I-Entity'}, {'patients': 'O'}, {'with': 'O'}, {'AITD.': 'I-Entity'}]"
"Because it is actively secreted by the salivary glands, radiation damage to these glands can occur.","[{'Because': 'O'}, {'it': 'O'}, {'is': 'O'}, {'actively': 'O'}, {'secreted': 'O'}, {'by': 'O'}, {'the': 'O'}, {'salivary': 'O'}, {'glands,': 'O'}, {'radiation': 'O'}, {'damage': 'O'}, {'to': 'O'}, {'these': 'O'}, {'glands': 'O'}, {'can': 'O'}, {'occur.': 'O'}]"
"However, some studies reported an association between headache, migraine and systemic sclerosis, especially where gliotic brain lesions and Raynaud are coexisting.","[{'However,': 'O'}, {'some': 'O'}, {'studies': 'O'}, {'reported': 'O'}, {'an': 'O'}, {'association': 'O'}, {'between': 'O'}, {'headache,': 'I-Entity'}, {'migraine': 'I-Entity'}, {'and': 'O'}, {'systemic': 'B-Entity'}, {'sclerosis,': 'I-Entity'}, {'especially': 'O'}, {'where': 'O'}, {'gliotic': 'B-Entity'}, {'brain': 'I-Entity'}, {'lesions': 'I-Entity'}, {'and': 'O'}, {'Raynaud': 'I-Entity'}, {'are': 'O'}, {'coexisting.': 'O'}]"
The novel agent CFZ533 improved both disease activity and patient-reported indexes.,"[{'The': 'O'}, {'novel': 'O'}, {'agent': 'O'}, {'CFZ533': 'I-Entity'}, {'improved': 'O'}, {'both': 'O'}, {'disease': 'O'}, {'activity': 'O'}, {'and': 'O'}, {'patient-reported': 'O'}, {'indexes.': 'O'}]"
"In 6 of 7 patients with initially high SS disease activity (M-protein, cryoglobulins, IgM rheumatoid factor > 100 KIU/l, severe extraglandular manifestations), MALT lymphoma progressed and/or SS disease activity increased after a median followup of 39 months (range 4-98 mo), necessitating retreatment.","[{'In': 'O'}, {'6': 'O'}, {'of': 'O'}, {'7': 'O'}, {'patients': 'O'}, {'with': 'O'}, {'initially': 'O'}, {'high': 'O'}, {'SS': 'I-Entity'}, {'disease': 'O'}, {'activity': 'O'}, {'(M-protein,': 'O'}, {'cryoglobulins,': 'O'}, {'IgM': 'O'}, {'rheumatoid': 'O'}, {'factor': 'O'}, {'>': 'O'}, {'100': 'O'}, {'KIU/l,': 'O'}, {'severe': 'O'}, {'extraglandular': 'O'}, {'manifestations),': 'O'}, {'MALT': 'B-Entity'}, {'lymphoma': 'I-Entity'}, {'progressed': 'O'}, {'and/or': 'O'}, {'SS': 'I-Entity'}, {'disease': 'O'}, {'activity': 'O'}, {'increased': 'O'}, {'after': 'O'}]"
This finding suggests that dissemination of DLE was triggered by scratching and a K‚àö‚àÇbner phenomenon-like effect related to hypohidrotic and xerotic skin.,"[{'This': 'O'}, {'finding': 'O'}, {'suggests': 'O'}, {'that': 'O'}, {'dissemination': 'O'}, {'of': 'O'}, {'DLE': 'I-Entity'}, {'was': 'O'}, {'triggered': 'O'}, {'by': 'O'}, {'scratching': 'O'}, {'and': 'O'}, {'a': 'O'}, {'K‚àö‚àÇbner': 'O'}, {'phenomenon-like': 'O'}, {'effect': 'O'}, {'related': 'O'}, {'to': 'O'}, {'hypohidrotic': 'I-Entity'}, {'and': 'O'}, {'xerotic': 'I-Entity'}, {'skin.': 'O'}]"
Carotid intima-media thickness (CIMT) and arterial stiffness measurements are commonly used to detect subclinical atherosclerosis.,"[{'Carotid': 'O'}, {'intima-media': 'O'}, {'thickness': 'O'}, {'(CIMT)': 'O'}, {'and': 'O'}, {'arterial': 'O'}, {'stiffness': 'O'}, {'measurements': 'O'}, {'are': 'O'}, {'commonly': 'O'}, {'used': 'O'}, {'to': 'O'}, {'detect': 'O'}, {'subclinical': 'O'}, {'atherosclerosis.': 'I-Entity'}]"
Connective tissue diseases in the elderly represent a growing concern for healthcare providers and an increasing burden of global health resources worldwide.,"[{'Connective': 'B-Entity'}, {'tissue': 'I-Entity'}, {'diseases': 'I-Entity'}, {'in': 'O'}, {'the': 'O'}, {'elderly': 'O'}, {'represent': 'O'}, {'a': 'O'}, {'growing': 'O'}, {'concern': 'O'}, {'for': 'O'}, {'healthcare': 'O'}, {'providers': 'O'}, {'and': 'O'}, {'an': 'O'}, {'increasing': 'O'}, {'burden': 'O'}, {'of': 'O'}, {'global': 'O'}, {'health': 'O'}, {'resources': 'O'}, {'worldwide.': 'O'}]"
Increased expression of certain T helper or inflammatory cytokines in these tissues was observed in Aec mice.,"[{'Increased': 'O'}, {'expression': 'O'}, {'of': 'O'}, {'certain': 'O'}, {'T': 'O'}, {'helper': 'O'}, {'or': 'O'}, {'inflammatory': 'O'}, {'cytokines': 'O'}, {'in': 'O'}, {'these': 'O'}, {'tissues': 'O'}, {'was': 'O'}, {'observed': 'O'}, {'in': 'O'}, {'Aec': 'O'}, {'mice.': 'O'}]"
"We investigated whether systemic lupus erythematosus (SLE) patients could be distinguished based on the time of disease onset and, if so, whether the groups differed in their clinical and laboratory features in ethnically homogeneous Korean patients.","[{'We': 'O'}, {'investigated': 'O'}, {'whether': 'O'}, {'systemic': 'B-Entity'}, {'lupus': 'I-Entity'}, {'erythematosus': 'I-Entity'}, {'(SLE)': 'O'}, {'patients': 'O'}, {'could': 'O'}, {'be': 'O'}, {'distinguished': 'O'}, {'based': 'O'}, {'on': 'O'}, {'the': 'O'}, {'time': 'O'}, {'of': 'O'}, {'disease': 'O'}, {'onset': 'O'}, {'and,': 'O'}, {'if': 'O'}, {'so,': 'O'}, {'whether': 'O'}, {'the': 'O'}, {'groups': 'O'}, {'differed': 'O'}, {'in': 'O'}, {'their': 'O'}, {'clinical': 'O'}, {'and': 'O'}, {'laboratory': 'O'}, {'features': 'O'}, {'in': 'O'}, {'ethnically': 'O'}, {'homogeneous': 'O'}, {'Korean': 'O'}, {'patients.': 'O'}]"
"CONCLUSIONS A rare case of chronic hyponatremia due to the SIAD associated with CCA is reported that demonstrates the importance of correct diagnosis, management, and clinical follow-up of the SIAD, including bone densitometry.SP, Brazil.SP, Brazil.SP, Brazil.SP, Brazil.SP, Brazil.SP, Brazil.SP, Brazil.SP, Brazil.","[{'CONCLUSIONS': 'O'}, {'A': 'O'}, {'rare': 'O'}, {'case': 'O'}, {'of': 'O'}, {'chronic': 'B-Entity'}, {'hyponatremia': 'I-Entity'}, {'due': 'O'}, {'to': 'O'}, {'the': 'O'}, {'SIAD': 'I-Entity'}, {'associated': 'O'}, {'with': 'O'}, {'CCA': 'I-Entity'}, {'is': 'O'}, {'reported': 'O'}, {'that': 'O'}, {'demonstrates': 'O'}, {'the': 'O'}, {'importance': 'O'}, {'of': 'O'}, {'correct': 'O'}, {'diagnosis,': 'O'}, {'management,': 'O'}, {'and': 'O'}, {'clinical': 'O'}, {'follow-up': 'O'}, {'of': 'O'}, {'the': 'O'}, {'SIAD,': 'I-Entity'}, {'including': 'O'}, {'bone': 'O'}, {'densitometry.SP,': 'O'}, {'Brazil.SP,': 'O'}]"
"Here we report the successful amelioration of bone lesions through a multidisciplinary approach that improved renal tubular acidosis, with a special focus on treatment of the underlying inflammatory disorder with glucocorticoids.Occupational and Environmental Health, Japan, 1-1 Iseigaoka, Yahatanishi-ku, Kitakyushu 807-8555, Japan.28.","[{'Here': 'O'}, {'we': 'O'}, {'report': 'O'}, {'the': 'O'}, {'successful': 'O'}, {'amelioration': 'O'}, {'of': 'O'}, {'bone': 'B-Entity'}, {'lesions': 'I-Entity'}, {'through': 'O'}, {'a': 'O'}, {'multidisciplinary': 'O'}, {'approach': 'O'}, {'that': 'O'}, {'improved': 'O'}, {'renal': 'B-Entity'}, {'tubular': 'I-Entity'}, {'acidosis,': 'I-Entity'}, {'with': 'O'}, {'a': 'O'}, {'special': 'O'}, {'focus': 'O'}, {'on': 'O'}, {'treatment': 'O'}, {'of': 'O'}, {'the': 'O'}, {'underlying': 'O'}, {'inflammatory': 'B-Entity'}, {'disorder': 'I-Entity'}, {'with': 'O'}, {'glucocorticoids.Occupational': 'O'}, {'and': 'O'}, {'Environmental': 'O'}, {'Health,': 'O'}, {'Japan,': 'O'}, {'1-1': 'O'}, {'Iseigaoka,': 'O'}]"
Salivary glands involvement in Sjogren's syndrome is often associated with viral infection.,"[{'Salivary': 'O'}, {'glands': 'O'}, {'involvement': 'O'}, {'in': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'is': 'O'}, {'often': 'O'}, {'associated': 'O'}, {'with': 'O'}, {'viral': 'B-Entity'}, {'infection.': 'I-Entity'}]"
"Plasma homocysteine, serum and urine methylmalonic acid were also normal.","[{'Plasma': 'O'}, {'homocysteine,': 'I-Entity'}, {'serum': 'O'}, {'and': 'O'}, {'urine': 'O'}, {'methylmalonic': 'B-Entity'}, {'acid': 'I-Entity'}, {'were': 'O'}, {'also': 'O'}, {'normal.': 'O'}]"
"To estimate the incidence and mortality rates, and their evolution over time, of physician-diagnosed primary Sjogren syndrome (pSS) in residents of Olmsted County, Minnesota.","[{'To': 'O'}, {'estimate': 'O'}, {'the': 'O'}, {'incidence': 'O'}, {'and': 'O'}, {'mortality': 'O'}, {'rates,': 'O'}, {'and': 'O'}, {'their': 'O'}, {'evolution': 'O'}, {'over': 'O'}, {'time,': 'O'}, {'of': 'O'}, {'physician-diagnosed': 'O'}, {'primary': 'B-Entity'}, {'Sjogren': 'I-Entity'}, {'syndrome': 'I-Entity'}, {'(pSS)': 'O'}, {'in': 'O'}, {'residents': 'O'}, {'of': 'O'}, {'Olmsted': 'O'}, {'County,': 'O'}, {'Minnesota.': 'O'}]"
The objective of this study was to determine the clinical relevance and the diagnostic significance of positive antinuclear antibodies (ANA) without identified antigenic target by the usual characterization technique.,"[{'The': 'O'}, {'objective': 'O'}, {'of': 'O'}, {'this': 'O'}, {'study': 'O'}, {'was': 'O'}, {'to': 'O'}, {'determine': 'O'}, {'the': 'O'}, {'clinical': 'O'}, {'relevance': 'O'}, {'and': 'O'}, {'the': 'O'}, {'diagnostic': 'O'}, {'significance': 'O'}, {'of': 'O'}, {'positive': 'O'}, {'antinuclear': 'O'}, {'antibodies': 'O'}, {'(ANA)': 'O'}, {'without': 'O'}, {'identified': 'O'}, {'antigenic': 'O'}, {'target': 'O'}, {'by': 'O'}, {'the': 'O'}, {'usual': 'O'}, {'characterization': 'O'}, {'technique.': 'O'}]"
We undertook this review to assess the efficacy and safety of immunomodulation on primary SS from randomized clinical trials (RCTs).,"[{'We': 'O'}, {'undertook': 'O'}, {'this': 'O'}, {'review': 'O'}, {'to': 'O'}, {'assess': 'O'}, {'the': 'O'}, {'efficacy': 'O'}, {'and': 'O'}, {'safety': 'O'}, {'of': 'O'}, {'immunomodulation': 'O'}, {'on': 'O'}, {'primary': 'O'}, {'SS': 'I-Entity'}, {'from': 'O'}, {'randomized': 'O'}, {'clinical': 'O'}, {'trials': 'O'}, {'(RCTs).': 'O'}]"
The prevalence of complete dRTA (urinary acidification defect with acidosis) was 5% (3/57).,"[{'The': 'O'}, {'prevalence': 'O'}, {'of': 'O'}, {'complete': 'O'}, {'dRTA': 'I-Entity'}, {'(urinary': 'O'}, {'acidification': 'O'}, {'defect': 'O'}, {'with': 'O'}, {'acidosis)': 'I-Entity'}, {'was': 'O'}, {'5%': 'O'}, {'(3/57).': 'O'}]"
"Generally, the adult atrioventricular (AV) node is believed to be relatively resistant to the scarring effects of anti-Ro/anti-La autoantibodies.","[{'Generally,': 'O'}, {'the': 'O'}, {'adult': 'O'}, {'atrioventricular': 'B-Entity'}, {'(AV)': 'I-Entity'}, {'node': 'O'}, {'is': 'O'}, {'believed': 'O'}, {'to': 'O'}, {'be': 'O'}, {'relatively': 'O'}, {'resistant': 'O'}, {'to': 'O'}, {'the': 'O'}, {'scarring': 'O'}, {'effects': 'O'}, {'of': 'O'}, {'anti-Ro/anti-La': 'O'}, {'autoantibodies.': 'O'}]"
"Usable data for cerebrospinal fluid anti-NR2A/B antibodies were available in only 4 studies [pooled OR=0.831 (95% CI 0.365-1.888), p=0.658].","[{'Usable': 'O'}, {'data': 'O'}, {'for': 'O'}, {'cerebrospinal': 'O'}, {'fluid': 'O'}, {'anti-NR2A/B': 'O'}, {'antibodies': 'O'}, {'were': 'O'}, {'available': 'O'}, {'in': 'O'}, {'only': 'O'}, {'4': 'O'}, {'studies': 'O'}, {'[pooled': 'O'}, {'OR=0.831': 'O'}, {'(95%': 'O'}, {'CI': 'O'}, {'0.365-1.888),': 'O'}, {'p=0.658].': 'O'}]"
The TIN indicated SS as the underlying cause of osteomalacia.,"[{'The': 'O'}, {'TIN': 'O'}, {'indicated': 'O'}, {'SS': 'I-Entity'}, {'as': 'O'}, {'the': 'O'}, {'underlying': 'O'}, {'cause': 'O'}, {'of': 'O'}, {'osteomalacia.': 'I-Entity'}]"
"Amyloidosis accompanied by Sjogrens syndrome (SS) has been reported to occur primarily in the skin, lungs, tongue, and mammary gland.","[{'Amyloidosis': 'I-Entity'}, {'accompanied': 'O'}, {'by': 'O'}, {'Sjogrens': 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'has': 'O'}, {'been': 'O'}, {'reported': 'O'}, {'to': 'O'}, {'occur': 'O'}, {'primarily': 'O'}, {'in': 'O'}, {'the': 'O'}, {'skin,': 'O'}, {'lungs,': 'O'}, {'tongue,': 'O'}, {'and': 'O'}, {'mammary': 'O'}, {'gland.': 'O'}]"
There are recent reports using multipotent mesenchymal stromal cells (MSCs) as a therapeutic strategy for autoimmune diseases due to their anti-inflammatory and immunomodulatory capabilities.,"[{'There': 'O'}, {'are': 'O'}, {'recent': 'O'}, {'reports': 'O'}, {'using': 'O'}, {'multipotent': 'O'}, {'mesenchymal': 'O'}, {'stromal': 'O'}, {'cells': 'O'}, {'(MSCs)': 'O'}, {'as': 'O'}, {'a': 'O'}, {'therapeutic': 'O'}, {'strategy': 'O'}, {'for': 'O'}, {'autoimmune': 'B-Entity'}, {'diseases': 'I-Entity'}, {'due': 'O'}, {'to': 'O'}, {'their': 'O'}, {'anti-inflammatory': 'O'}, {'and': 'O'}, {'immunomodulatory': 'O'}, {'capabilities.': 'O'}]"
"Thus, we conducted a retrospective national cohort study to investigate whether Sjogren's syndrome (SS) increases the risk of respiratory failure (RF).","[{'Thus,': 'O'}, {'we': 'O'}, {'conducted': 'O'}, {'a': 'O'}, {'retrospective': 'O'}, {'national': 'O'}, {'cohort': 'O'}, {'study': 'O'}, {'to': 'O'}, {'investigate': 'O'}, {'whether': 'O'}, {""Sjogren's"": 'B-Entity'}, {'syndrome': 'I-Entity'}, {'(SS)': 'O'}, {'increases': 'O'}, {'the': 'O'}, {'risk': 'O'}, {'of': 'O'}, {'respiratory': 'B-Entity'}, {'failure': 'I-Entity'}, {'(RF).': 'O'}]"
"Treatment consists of potassium repletion, alkali therapy, and corticosteroids.","[{'Treatment': 'O'}, {'consists': 'O'}, {'of': 'O'}, {'potassium': 'I-Entity'}, {'repletion,': 'O'}, {'alkali': 'O'}, {'therapy,': 'O'}, {'and': 'O'}, {'corticosteroids.': 'O'}]"
"Systemic rheumatic diseases are characterized by a long natural history with few symptoms, an undifferentiated picture or a remitting course making difficult a timely diagnosis.","[{'Systemic': 'O'}, {'rheumatic': 'I-Entity'}, {'diseases': 'I-Entity'}, {'are': 'O'}, {'characterized': 'O'}, {'by': 'O'}, {'a': 'O'}, {'long': 'O'}, {'natural': 'O'}, {'history': 'O'}, {'with': 'O'}, {'few': 'O'}, {'symptoms,': 'O'}, {'an': 'O'}, {'undifferentiated': 'O'}, {'picture': 'O'}, {'or': 'O'}, {'a': 'O'}, {'remitting': 'O'}, {'course': 'O'}, {'making': 'O'}, {'difficult': 'O'}, {'a': 'O'}, {'timely': 'O'}, {'diagnosis.': 'O'}]"
"Altogether, this study revealed new cellular players in pSS pathogenesis, their transcriptional signatures, and differential dependency on the lymphotoxin/LIGHT signaling axis that help to interpret the negative results of the Baminercept trial and will guide future therapeutic interventions.Oct 7.","[{'Altogether,': 'O'}, {'this': 'O'}, {'study': 'O'}, {'revealed': 'O'}, {'new': 'O'}, {'cellular': 'O'}, {'players': 'O'}, {'in': 'O'}, {'pSS': 'I-Entity'}, {'pathogenesis,': 'O'}, {'their': 'O'}, {'transcriptional': 'O'}, {'signatures,': 'O'}, {'and': 'O'}, {'differential': 'O'}, {'dependency': 'O'}, {'on': 'O'}, {'the': 'O'}, {'lymphotoxin/LIGHT': 'O'}, {'signaling': 'O'}, {'axis': 'O'}, {'that': 'O'}, {'help': 'O'}, {'to': 'O'}, {'interpret': 'O'}, {'the': 'O'}, {'negative': 'O'}, {'results': 'O'}, {'of': 'O'}, {'the': 'O'}, {'Baminercept': 'I-Entity'}, {'trial': 'O'}, {'and': 'O'}, {'will': 'O'}, {'guide': 'O'}, {'future': 'O'}, {'therapeutic': 'O'}, {'interventions.Oct': 'O'}, {'7.': 'O'}]"
Pulmonary function tests are a sensitive tool detecting interstitial lung disease.,"[{'Pulmonary': 'O'}, {'function': 'O'}, {'tests': 'O'}, {'are': 'O'}, {'a': 'O'}, {'sensitive': 'O'}, {'tool': 'O'}, {'detecting': 'O'}, {'interstitial': 'B-Entity'}, {'lung': 'I-Entity'}, {'disease.': 'I-Entity'}]"
